Series,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Liberia,LBR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Libya,LBY,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Liechtenstein,LIE,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Lithuania,LTU,..,..,19385.2025430348,20254.6249929894,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Low & middle income,LMY,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Low income,LIC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Lower middle income,LMC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Luxembourg,LUX,79311.5716476941,..,79551.2495904031,84320.136096104,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,"Macao SAR, China",MAC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Madagascar,MDG,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Malawi,MWI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Malaysia,MYS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Maldives,MDV,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Mali,MLI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Malta,MLT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Marshall Islands,MHL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Mauritania,MRT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Mauritius,MUS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Mayotte,MYT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Mexico,MEX,22168.370493692,..,25400.8619970796,26560.2111074091,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Middle East & North Africa,MEA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Middle income,MIC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Moldova,MDA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Monaco,MCO,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Mongolia,MNG,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Montenegro,MNE,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Morocco,MAR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Mozambique,MOZ,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Myanmar,MMR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Namibia,NAM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Nauru,NRU,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Nepal,NPL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Netherlands,NLD,39204.9850196222,..,41308.6493574261,43132.1713477088,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Netherlands Antilles,ANT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,New Caledonia,NCL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,New Zealand,NZL,29642.8963160467,..,30745.8401233397,31392.0871308888,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Nicaragua,NIC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Niger,NER,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Nigeria,NGA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,North America,NAC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,North Macedonia,MKD,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Northern Mariana Islands,MNP,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Norway,NOR,42275.0817170924,..,39585.1687567725,38558.5518750695,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,OECD members,OED,32201.7846374529,..,33497.6119075089,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Oman,OMN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Other small states,OSS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Pacific island small states,PSS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Pakistan,PAK,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Palau,PLW,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Panama,PAN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Papua New Guinea,PNG,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Paraguay,PRY,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Peru,PER,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Philippines,PHL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Poland,POL,15468.3003430092,..,15599.8185474661,16139.5801104025,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Portugal,PRT,32644.4555772017,..,32886.5883272144,33516.2769716563,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Post-demographic dividend,PST,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Pre-demographic dividend,PRE,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Puerto Rico,PRI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Qatar,QAT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Romania,ROU,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Russian Federation,RUS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Rwanda,RWA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Samoa,WSM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,San Marino,SMR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Sao Tome and Principe,STP,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Saudi Arabia,SAU,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Senegal,SEN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Serbia,SRB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Seychelles,SYC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Sierra Leone,SLE,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Singapore,SGP,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Slovak Republic,SVK,12741.8153059226,..,14267.0977623357,15339.1849483321,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Slovenia,SVN,25710.9120167339,..,26822.6630205893,28030.7973922385,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Small states,SST,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Solomon Islands,SLB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Somalia,SOM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,South Africa,ZAF,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,South Asia,SAS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,South Sudan,SSD,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Spain,ESP,42001.6441185021,..,43565.1114483697,45508.6530737774,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Sri Lanka,LKA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,St. Kitts and Nevis,KNA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,St. Lucia,LCA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,St. Martin (French part),MAF,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Sub-Saharan Africa,SSF,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Sudan,SDN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Suriname,SUR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Sweden,SWE,35573.8057563484,..,37565.8850840792,40347.8721255715,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Switzerland,CHE,62238.9058484903,..,63307.9583618463,65009.7201484532,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Syrian Arab Republic,SYR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Tajikistan,TJK,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Tanzania,TZA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Thailand,THA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Timor-Leste,TLS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Togo,TGO,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Tokelau,TKL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Tonga,TON,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Trinidad and Tobago,TTO,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Tunisia,TUN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Turkey,TUR,27285,..,26218.829389633,25955.1321936786,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Turkmenistan,TKM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Turks and Caicos Islands,TCA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Tuvalu,TUV,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Uganda,UGA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Ukraine,UKR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,United Arab Emirates,ARE,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,United Kingdom,GBR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,United States,USA,44321.64,..,39707.11,40602.303827962,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Upper middle income,UMC,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Uruguay,URY,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Uzbekistan,UZB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Vanuatu,VUT,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,"Venezuela, RB",VEN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Vietnam,VNM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Virgin Islands (U.S.),VIR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,West Bank and Gaza,PSE,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,World,WLD,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,"Yemen, Rep.",YEM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Zambia,ZMB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,Zimbabwe,ZWE,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Afghanistan,AFG,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Albania,ALB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Algeria,DZA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,American Samoa,ASM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Andorra,AND,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Angola,AGO,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Antigua and Barbuda,ATG,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Arab World,ARB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Argentina,ARG,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Armenia,ARM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Aruba,ABW,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Australia,AUS,40902.1907484802,..,41798.3869609926,44286.5261634711,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Austria,AUT,33998.9199042206,..,40548.1549105254,42701.9271413177,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Azerbaijan,AZE,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,"Bahamas, The",BHS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Bahrain,BHR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Bangladesh,BGD,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Barbados,BRB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Belarus,BLR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Belgium,BEL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Belize,BLZ,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Benin,BEN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Bermuda,BMU,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Bhutan,BTN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Bolivia,BOL,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Bosnia and Herzegovina,BIH,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Botswana,BWA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Brazil,BRA,..,..,13971.3840566101,14775.3693145019,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,British Virgin Islands,VGB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Brunei Darussalam,BRN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Bulgaria,BGR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Burkina Faso,BFA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Burundi,BDI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Cabo Verde,CPV,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Cambodia,KHM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Cameroon,CMR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Canada,CAN,39178.8344545365,..,39221.9516443949,39936.9292867296,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Caribbean small states,CSS,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Cayman Islands,CYM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Central African Republic,CAF,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Central Europe and the Baltics,CEB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Chad,TCD,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Channel Islands,CHI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Chile,CHL,18301.379157505,..,23428.6179805787,23747.1489667623,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,China,CHN,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Colombia,COL,17922.8184539631,..,..,19623.6690780645,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Comoros,COM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,"Congo, Dem. Rep.",COD,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,"Congo, Rep.",COG,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Costa Rica,CRI,24216.946048188,..,23887.5082713316,24238.4813898781,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Cote d'Ivoire,CIV,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Croatia,HRV,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Cuba,CUB,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Curacao,CUW,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Cyprus,CYP,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Czech Republic,CZE,17906.231864104,..,18943.8643679693,21854.2951968204,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Denmark,DNK,46973.8990060273,..,44918.7390926251,48988.5371886801,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Djibouti,DJI,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Dominica,DMA,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Dominican Republic,DOM,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,Early-demographic dividend,EAR,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,East Asia & Pacific,EAS,..,..,..,..,..,..
