Country Name,Country Code,Series,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Burkina Faso,BFA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,792.0448,871.71762,..,..
Burkina Faso,BFA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Burkina Faso,BFA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Burkina Faso,BFA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Burkina Faso,BFA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Burkina Faso,BFA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,6390995,..,..
Burundi,BDI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Burundi,BDI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,138.86637,151.06518,154.23509,..,..
Burundi,BDI,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Burundi,BDI,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Burundi,BDI,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Burundi,BDI,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Burundi,BDI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,1851198,..,..,..
Cabo Verde,CPV,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Cabo Verde,CPV,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,87.95259,91.6299,..,..,..
Cabo Verde,CPV,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Cabo Verde,CPV,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Cabo Verde,CPV,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Cabo Verde,CPV,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Cabo Verde,CPV,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Cambodia,KHM,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Cambodia,KHM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,531.45181,..,..
Cambodia,KHM,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Cambodia,KHM,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Cambodia,KHM,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Cambodia,KHM,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Cambodia,KHM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Cameroon,CMR,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Cameroon,CMR,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,865.85143,1101.75219,1210.99954,..,..
Cameroon,CMR,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Cameroon,CMR,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Cameroon,CMR,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Cameroon,CMR,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Cameroon,CMR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,3316943,..,..
Canada,CAN,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,517.99766075567,..,..
Canada,CAN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Canada,CAN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,39221.9516443949,39936.9292867296,..,..
Canada,CAN,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,39221.9516443949,39936.9292867296,..,..
Canada,CAN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Canada,CAN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,39221.9516443949,39936.9292867296,..,..
Canada,CAN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Caribbean small states,CSS,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Caribbean small states,CSS,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Caribbean small states,CSS,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Caribbean small states,CSS,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Caribbean small states,CSS,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Caribbean small states,CSS,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Caribbean small states,CSS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Cayman Islands,CYM,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Cayman Islands,CYM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Cayman Islands,CYM,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Cayman Islands,CYM,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Cayman Islands,CYM,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Cayman Islands,CYM,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Cayman Islands,CYM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Central African Republic,CAF,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Central African Republic,CAF,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Central African Republic,CAF,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Central African Republic,CAF,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Central African Republic,CAF,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Central African Republic,CAF,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Central African Republic,CAF,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,1627354,..,..
Central Europe and the Baltics,CEB,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Central Europe and the Baltics,CEB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Central Europe and the Baltics,CEB,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Central Europe and the Baltics,CEB,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Central Europe and the Baltics,CEB,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Central Europe and the Baltics,CEB,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Central Europe and the Baltics,CEB,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,886098,..,..,..,..
Chad,TCD,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Chad,TCD,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,244.88548,253.38654,..,..
Chad,TCD,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Chad,TCD,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Chad,TCD,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Chad,TCD,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Chad,TCD,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,5902966,..,..,..,..
Channel Islands,CHI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Channel Islands,CHI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Channel Islands,CHI,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Channel Islands,CHI,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Channel Islands,CHI,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Channel Islands,CHI,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Channel Islands,CHI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Chile,CHL,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,443.582563387665,..,..
Chile,CHL,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,13378.53693,15005.93091,..,..,..
Chile,CHL,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,24028.1624802246,24555.3251896605,..,..
Chile,CHL,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,23428.6179805787,23747.1489667623,..,..
Chile,CHL,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,23428.6179805787,23747.1489667623,..,..
Chile,CHL,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,23428.6179805787,23747.1489667623,..,..
Chile,CHL,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,530956,..,..,..
China,CHN,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,590.452640080788,..,..
China,CHN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
China,CHN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
China,CHN,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
China,CHN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
China,CHN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
China,CHN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,37038398,..,..
Colombia,COL,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,413.322992973877,..,..
Colombia,COL,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,12662.67395,14145.52379,14868.81103,..,..
Colombia,COL,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,19623.6690780645,..,..
Colombia,COL,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,19623.6690780645,..,..
Colombia,COL,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,19623.6690780645,..,..
Colombia,COL,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,19623.6690780645,..,..
Colombia,COL,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,1956074,..,1874652,..,..
Comoros,COM,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Comoros,COM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Comoros,COM,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Comoros,COM,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Comoros,COM,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Comoros,COM,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Comoros,COM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,207248,..,..
"Congo, Dem. Rep.",COD,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,786.77106,553.16041,..,..,..
"Congo, Dem. Rep.",COD,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
"Congo, Dem. Rep.",COD,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
"Congo, Dem. Rep.",COD,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
"Congo, Dem. Rep.",COD,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,9560522,..,..,..,..
"Congo, Rep.",COG,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
"Congo, Rep.",COG,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,492.5578,409.59108,..,..
"Congo, Rep.",COG,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
"Congo, Rep.",COG,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
"Congo, Rep.",COG,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
"Congo, Rep.",COG,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
"Congo, Rep.",COG,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,601701,..,..
Costa Rica,CRI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,415.622462110576,..,..
Costa Rica,CRI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,4056.89228,4278.36686,4225.79784,..,..
Costa Rica,CRI,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,24893.2339321558,25251.1919731257,..,..
Costa Rica,CRI,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,23887.5082713316,24238.4813898781,..,..
Costa Rica,CRI,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,23887.5082713316,24238.4813898781,..,..
Costa Rica,CRI,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,24893.2339321558,25251.1919731257,..,..
Costa Rica,CRI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,84024,..,..
Cote d'Ivoire,CIV,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Cote d'Ivoire,CIV,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,1904.00078,1957.29729,1878.61679,..,..
Cote d'Ivoire,CIV,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
